stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8340B339511,339511.0,Ballyanne,,52.4234849502229,-6.92366074319947,,,,
8340B3395201,339521.0,Kilmacree,,52.279779,-6.462626,,,,
8340B339531,339531.0,Kilmacree,,52.2797316347107,-6.46279275448136,,,,
8340B339541,339541.0,Wellingtonbridge,,52.266779,-6.750003,,,,
8340B339551,339551.0,Churchtown,,52.1913039249492,-6.35426934907493,,,,
8340B3395601,339561.0,Baldwinstown,,52.2358562779482,-6.5843850215927,,,,
8340B339611,339611.0,Baldwinstown,,52.2358562779482,-6.5843850215927,,,,
8340B339621,339621.0,Plasán Bridgetown,,52.231169764569,-6.55299959950031,,,,
8340B339631,339631.0,Strand Road,,52.2727711734645,-6.38646679500492,,,,
8340B3396401,339641.0,Wellingtonbridge,,52.266644,-6.749934,,,,
8340B339651,339651.0,Ramsgrange,,52.2451373433315,-6.91880007891852,,,,
8340B339661,339661.0,Campile,,52.2916334038974,-6.94219346699623,,,,
8340B339671,339671.0,Plasán Bridgetown,,52.2311419101404,-6.55292730532224,,,,
8340B339681,339681.0,Kyle Cross,,52.383744,-6.517397,,,,
8340B339691,339691.0,Kitestown,,52.3657393257283,-6.51393597513533,,,,
8340B3398601,339861.0,Oylegate,,52.424497,-6.53123,,,,
8340B339961,339961.0,Fahys Cross,,52.3670235725756,-6.44879418604278,,,,
8340B339971,339971.0,Fairy Hill,,52.3846178632482,-6.46896507882078,,,,
8340B339981,339981.0,Ardcolm Church,,52.38114,-6.450272,,,,
8340B339991,339991.0,Killinick PO,,52.2572544207662,-6.45630436786987,,,,
8340B3510601,351061.0,Camolin,,52.6163942529838,-6.42463392137444,,,,
8340B3510801,351081.0,Ferns,,52.5898323396142,-6.49374604414379,,,,
8340B351131,351131.0,Oylegate,,52.422322,-6.529607,,,,
8340B351151,351151.0,Ballycanew,,52.610984300842,-6.30557181166824,,,,
8340B3512001,351201.0,Bunclody,,52.655172,-6.651966,,,,
8340B3512701,351271.0,St Mary's Church,,52.2438611970968,-6.39108913353872,,,,
8340B351471,351471.0,St Mary's Church,,52.2435984388392,-6.3902785541731,,,,
8340B355111,355111.0,Ferns,,52.5899319813156,-6.49663547583354,,,,
8340B355121,355121.0,Gorey,,52.6755183696101,-6.29504508628389,,,,
8340B3551901,355191.0,Camolin,,52.6165016759308,-6.42460052749017,,,,
8340B355231,355231.0,Clough,,52.6429566254155,-6.34229983547109,,,,
8340B355241,355241.0,St Senan's Hospital,,52.4916567653947,-6.56549276182465,,,,
8340B3552601,355261.0,Rosslare Coast Road,,52.272281,-6.385778,,,,
8340B355291,355291.0,Clough,,52.6425127866063,-6.34270083308945,,,,
8340B355461,355461.0,New Ross,,52.39499,-6.94612,,,,
8340B355471,355471.0,New Ross,,52.39425,-6.94635,,,,
8340B355501,355501.0,Rosslare Europort,,52.25298,-6.33374,,,,
8340B3555101,355511.0,Wexford Station,,52.3431340588739,-6.46423431283696,,,,
8340B3555201,355521.0,Enniscorthy,,52.5014854183003,-6.56431848139392,,,,
8340B3555301,355531.0,Gorey,,52.6755183696101,-6.29504508628389,,,,
8340B355541,355541.0,Gorey Station,,52.6720293719535,-6.29246004502699,,,,
8340B3555701,355571.0,Wexford Hospital,,52.342113,-6.483981,,,,
8340B553921,553921.0,Rosslare Harbour,,52.2495920266512,-6.34396937681644,,,,
8340BB330391,330391.0,Adamstown,,52.3929961113563,-6.7191250849747,,,,
